user_id,cluster,pca_component_1,pca_component_2
USR_0213,0,0.2743289750200811,-2.4301121259481477
USR_0214,1,3.8135370534557174,-0.7389417489576565
USR_0215,0,-3.2216439758278677,0.11763378946578486
USR_0216,0,-3.90947567300846,0.3258857670117495
USR_0217,1,4.4870258274832935,-1.5054890183952472
USR_0218,0,-2.85012015912862,1.4332510941903338
USR_0219,0,0.17041657758821885,-1.2437589995908136
USR_0220,0,-2.0670905883856294,2.8441799156525542
USR_0221,1,3.842094722678978,1.3547179228327357
USR_0222,0,-0.540719760907272,0.5905359564788234
USR_0223,0,-4.489034640223572,-0.8320597563914844
USR_0224,1,4.104558920436633,-0.40191927929422916
USR_0225,0,-2.8199464942315045,-0.2646995375365879
USR_0226,0,-0.6357929597735664,4.475100472829229
USR_0227,0,-1.4224369779380595,-1.4445135663105453
USR_0228,1,4.2357317218716615,0.7307206392517158
USR_0229,0,-0.06996852791780342,1.950914521382515
USR_0230,0,-4.013666957732785,0.9322299868855064
USR_0231,1,4.31019869752009,-2.1905322673062564
USR_0232,0,-5.458375879035974,0.43814025486992236
USR_0233,0,-3.452703222885044,-0.45915576930508467
USR_0234,0,-2.0064510779067892,0.5397534640972086
USR_0235,1,3.7919279641193437,-1.4508185171681836
USR_0236,0,-2.6419694913385214,-2.0064935804716844
USR_0237,0,-4.846654022365684,1.0180308662162212
USR_0238,0,-0.06776300750640532,0.9997655583750713
USR_0239,1,3.6025590452456004,2.168183397038977
USR_0240,0,-0.5511953200151685,0.9657276939470558
USR_0241,0,-2.6999603004612736,2.012118233097985
USR_0242,0,-2.1941541208335793,-2.9960145772778426
USR_0243,1,5.18450795523275,-2.3424577635774972
USR_0244,0,-0.4632144995825522,-0.1275956914699202
USR_0245,0,-1.8803207023996746,-2.1018262012463995
USR_0246,1,0.9251340192507322,-1.1063077178714216
USR_0247,0,-4.712886130848116,-2.412832439257559
USR_0248,0,-0.7470284663568046,-1.0484024535352046
USR_0249,1,4.479599340652943,-1.1104625618827189
USR_0250,0,-3.940078002752793,-2.772412599601511
